Date,PM2.5,PM10,NO2,O3
2022-05-06 19:00:00,19.03,35.84,34.57,65.82
2022-05-06 20:00:00,22.01,35.98,29.58,57.05
2022-05-06 21:00:00,36.72,56.25,34.23,54.22
2022-05-06 22:00:00,28.85,36.78,21.46,51.74
2022-05-06 23:00:00,21.07,35.68,33.36,46.57
2022-05-07 00:00:00,24.25,39.6,21.04,48.33
2022-05-07 01:00:00,25.62,33.06,35.04,36.88
2022-05-07 02:00:00,30.76,53.87,20.41,43.0
2022-05-07 03:00:00,19.47,41.29,27.51,43.08
2022-05-07 04:00:00,24.23,33.48,17.01,30.22
2022-05-07 05:00:00,32.84,46.72,24.69,31.99
2022-05-07 06:00:00,32.67,46.16,21.6,26.93
2022-05-07 07:00:00,38.77,48.61,21.24,28.18
2022-05-07 08:00:00,29.89,63.87,36.03,30.76
2022-05-07 09:00:00,41.07,62.12,25.42,28.3
2022-05-07 10:00:00,46.75,67.93,29.32,32.47
2022-05-07 11:00:00,43.92,61.26,29.98,32.82
2022-05-07 12:00:00,42.11,64.27,40.89,37.98
2022-05-07 13:00:00,40.42,59.12,40.88,38.32
2022-05-07 14:00:00,35.19,67.81,42.35,42.29
2022-05-07 15:00:00,38.5,51.6,31.86,48.33
2022-05-07 16:00:00,44.83,59.42,41.94,47.37
2022-05-07 17:00:00,34.63,59.82,30.27,53.61
2022-05-07 18:00:00,27.93,43.84,29.23,47.94
2022-05-07 19:00:00,28.25,43.41,28.06,43.91
2022-05-07 20:00:00,30.48,53.24,26.69,55.85
2022-05-07 21:00:00,25.37,41.69,27.99,49.99
2022-05-07 22:00:00,29.26,46.43,22.81,64.87
2022-05-07 23:00:00,28.68,34.65,26.91,46.09
2022-05-08 00:00:00,30.51,35.47,11.76,52.37
2022-05-08 01:00:00,33.99,48.78,25.35,39.89
2022-05-08 02:00:00,32.22,42.88,18.55,40.13
2022-05-08 03:00:00,21.91,37.21,20.86,29.68
2022-05-08 04:00:00,23.75,23.61,21.58,25.51
2022-05-08 05:00:00,30.65,45.46,30.47,31.37
2022-05-08 06:00:00,30.47,47.36,29.52,24.89
2022-05-08 07:00:00,,,,
2022-05-08 08:00:00,34.52,58.43,26.42,32.75
2022-05-08 09:00:00,35.98,54.96,35.47,16.21
2022-05-08 10:00:00,36.07,52.37,41.97,33.57
2022-05-08 11:00:00,39.01,72.37,34.1,23.63
2022-05-08 12:00:00,48.24,74.63,27.2,30.5
2022-05-08 13:00:00,42.1,78.71,32.28,27.71
2022-05-08 14:00:00,54.93,85.29,38.8,31.77
2022-05-08 15:00:00,39.85,63.64,33.58,32.21
2022-05-08 16:00:00,35.43,55.58,30.9,45.07
2022-05-08 17:00:00,35.27,58.28,29.73,50.97
2022-05-08 18:00:00,34.71,52.18,33.46,50.76
2022-05-08 19:00:00,33.71,54.71,23.88,43.75
2022-05-08 20:00:00,41.63,78.86,29.83,43.26
2022-05-08 21:00:00,22.45,44.3,28.89,54.55
2022-05-08 22:00:00,31.4,58.69,24.75,57.72
2022-05-08 23:00:00,26.69,31.97,20.54,52.09
2022-05-09 00:00:00,15.65,15.59,29.9,58.71
2022-05-09 01:00:00,29.97,49.69,17.54,43.65
2022-05-09 02:00:00,33.75,60.17,24.86,41.89
2022-05-09 03:00:00,22.27,31.48,27.84,35.99
2022-05-09 04:00:00,29.02,40.85,25.6,27.81
2022-05-09 05:00:00,20.65,44.19,31.91,28.41
2022-05-09 06:00:00,25.52,46.32,21.32,32.04
2022-05-09 07:00:00,41.43,74.76,24.49,30.78
2022-05-09 08:00:00,34.28,51.31,27.69,27.15
2022-05-09 09:00:00,32.08,47.16,48.01,35.0
2022-05-09 10:00:00,41.38,73.8,35.54,29.75
2022-05-09 11:00:00,37.67,58.16,37.72,31.35
2022-05-09 12:00:00,38.25,56.31,38.46,41.51
2022-05-09 13:00:00,45.24,65.07,36.19,31.83
2022-05-09 14:00:00,33.03,48.76,41.25,48.57
2022-05-09 15:00:00,33.3,60.28,26.44,38.04
2022-05-09 16:00:00,38.0,48.72,36.58,45.9
2022-05-09 17:00:00,40.96,70.57,36.38,39.59
2022-05-09 18:00:00,40.5,59.14,38.09,54.5
2022-05-09 19:00:00,27.01,41.54,25.77,62.44
2022-05-09 20:00:00,,,,
2022-05-09 21:00:00,22.71,34.57,23.35,52.79
2022-05-09 22:00:00,37.1,57.07,29.61,51.66
2022-05-09 23:00:00,18.54,26.12,28.44,49.32
2022-05-10 00:00:00,32.94,48.14,20.05,41.21
2022-05-10 01:00:00,21.3,44.65,33.78,44.11
2022-05-10 02:00:00,38.12,61.2,25.43,49.42
2022-05-10 03:00:00,30.86,48.37,24.83,33.11
2022-05-10 04:00:00,22.87,31.44,23.77,33.88
2022-05-10 05:00:00,27.77,41.16,30.41,30.73
2022-05-10 06:00:00,37.66,55.12,28.95,24.64
2022-05-10 07:00:00,41.36,72.29,37.9,27.18
2022-05-10 08:00:00,36.55,52.45,23.93,22.71
2022-05-10 09:00:00,38.9,44.26,23.83,28.02
2022-05-10 10:00:00,44.45,71.59,29.3,26.59
2022-05-10 11:00:00,41.49,64.15,37.01,20.96
2022-05-10 12:00:00,33.21,48.45,33.06,21.71
2022-05-10 13:00:00,35.82,64.61,42.15,23.29
2022-05-10 14:00:00,41.31,44.23,34.03,37.54
2022-05-10 15:00:00,45.92,86.08,41.21,48.87
2022-05-10 16:00:00,46.67,83.1,31.04,43.12
2022-05-10 17:00:00,39.72,58.53,40.16,49.13
2022-05-10 18:00:00,34.69,51.91,39.85,49.07
2022-05-10 19:00:00,35.39,60.66,28.73,49.48
2022-05-10 20:00:00,24.97,44.2,32.45,68.22
2022-05-10 21:00:00,26.39,37.16,29.79,49.7
2022-05-10 22:00:00,21.1,20.82,29.58,44.88
2022-05-10 23:00:00,17.75,45.31,32.18,45.24
2022-05-11 00:00:00,26.87,50.64,29.67,47.95
2022-05-11 01:00:00,26.25,43.26,26.78,40.44
2022-05-11 02:00:00,30.06,49.51,27.32,41.72
2022-05-11 03:00:00,30.49,53.75,17.86,31.74
2022-05-11 04:00:00,30.32,54.44,24.6,28.97
2022-05-11 05:00:00,34.14,37.93,20.25,25.15
2022-05-11 06:00:00,32.61,49.37,26.91,26.46
2022-05-11 07:00:00,37.41,56.22,34.03,29.79
2022-05-11 08:00:00,32.51,50.72,29.96,29.92
2022-05-11 09:00:00,40.74,71.35,19.02,33.96
2022-05-11 10:00:00,43.8,55.77,27.77,19.13
2022-05-11 11:00:00,36.58,47.73,37.15,23.15
2022-05-11 12:00:00,41.18,60.43,32.5,26.99
2022-05-11 13:00:00,36.85,60.2,39.71,36.1
2022-05-11 14:00:00,36.64,65.27,29.96,33.54
2022-05-11 15:00:00,31.77,63.89,37.7,39.75
2022-05-11 16:00:00,44.46,68.85,37.36,51.61
2022-05-11 17:00:00,41.33,72.77,38.19,57.03
2022-05-11 18:00:00,36.09,63.43,29.72,57.15
2022-05-11 19:00:00,42.63,72.54,35.45,56.41
2022-05-11 20:00:00,27.73,44.17,37.53,51.02
2022-05-11 21:00:00,45.4,69.44,17.08,54.62
2022-05-11 22:00:00,24.57,30.79,27.26,59.83
2022-05-11 23:00:00,26.67,33.62,16.73,54.58
2022-05-12 00:00:00,22.37,38.57,20.5,52.81
2022-05-12 01:00:00,27.27,43.19,20.31,49.59
2022-05-12 02:00:00,30.84,46.03,23.67,38.03
2022-05-12 03:00:00,26.42,47.59,26.09,39.92
2022-05-12 04:00:00,39.42,61.47,29.33,30.22
2022-05-12 05:00:00,32.12,44.09,27.08,32.96
2022-05-12 06:00:00,34.38,52.88,30.37,34.37
2022-05-12 07:00:00,29.38,53.57,23.05,34.83
2022-05-12 08:00:00,39.27,54.64,35.28,28.57
2022-05-12 09:00:00,37.61,61.85,15.07,27.87
2022-05-12 10:00:00,36.04,57.22,40.63,35.34
2022-05-12 11:00:00,35.83,51.24,40.98,24.21
2022-05-12 12:00:00,56.79,88.52,38.95,41.18
2022-05-12 13:00:00,38.91,49.67,46.94,36.9
2022-05-12 14:00:00,30.94,50.39,26.98,40.83
2022-05-12 15:00:00,34.23,43.84,39.69,41.18
2022-05-12 16:00:00,36.45,66.9,35.87,40.46
2022-05-12 17:00:00,38.11,60.24,35.46,59.44
2022-05-12 18:00:00,36.09,53.17,27.18,55.41
2022-05-12 19:00:00,34.75,64.88,33.53,52.27
2022-05-12 20:00:00,24.89,31.57,31.74,57.1
2022-05-12 21:00:00,29.14,40.65,25.0,52.47
2022-05-12 22:00:00,20.57,18.28,26.66,42.76
2022-05-12 23:00:00,21.31,44.58,19.18,49.54
2022-05-13 00:00:00,19.14,45.61,22.83,39.06
2022-05-13 01:00:00,17.79,15.08,29.01,45.31
2022-05-13 02:00:00,32.11,44.84,28.9,49.52
2022-05-13 03:00:00,31.12,50.36,28.05,32.27
2022-05-13 04:00:00,34.51,51.09,29.61,37.25
2022-05-13 05:00:00,30.81,49.05,30.62,25.55
2022-05-13 06:00:00,37.31,58.75,23.78,26.89
2022-05-13 07:00:00,24.15,41.9,30.14,20.24
2022-05-13 08:00:00,41.83,59.24,35.43,28.72
2022-05-13 09:00:00,39.37,64.53,24.66,33.59
2022-05-13 10:00:00,43.34,60.41,26.07,28.16
2022-05-13 11:00:00,42.66,64.96,27.04,32.61
2022-05-13 12:00:00,34.73,41.67,26.27,35.7
2022-05-13 13:00:00,31.39,46.98,30.54,34.63
2022-05-13 14:00:00,35.3,51.91,33.37,47.84
2022-05-13 15:00:00,41.7,74.26,43.36,40.78
2022-05-13 16:00:00,40.79,64.79,33.01,38.07
2022-05-13 17:00:00,26.51,43.4,26.66,45.08
2022-05-13 18:00:00,26.76,42.64,33.83,56.68
2022-05-13 19:00:00,26.24,24.95,30.61,52.17
2022-05-13 20:00:00,26.51,26.43,26.09,55.56
2022-05-13 21:00:00,18.82,27.56,25.5,53.06
2022-05-13 22:00:00,17.19,29.73,32.34,54.08
2022-05-13 23:00:00,19.99,30.11,18.71,57.17
2022-05-14 00:00:00,25.05,33.17,16.48,56.65
2022-05-14 01:00:00,17.73,26.44,26.54,38.07
2022-05-14 02:00:00,24.91,37.25,20.93,45.59
2022-05-14 03:00:00,33.23,59.4,31.97,37.3
2022-05-14 04:00:00,20.73,38.95,24.03,25.16
2022-05-14 05:00:00,29.23,42.34,25.26,32.36
2022-05-14 06:00:00,38.69,61.5,30.93,38.1
2022-05-14 07:00:00,32.1,53.57,20.09,21.08
2022-05-14 08:00:00,,,,
2022-05-14 09:00:00,45.17,85.5,29.72,15.88
2022-05-14 10:00:00,37.63,59.98,38.13,26.31
2022-05-14 11:00:00,46.89,84.38,31.01,30.35
2022-05-14 12:00:00,43.11,59.7,36.08,44.34
2022-05-14 13:00:00,38.21,56.03,34.0,30.51
2022-05-14 14:00:00,42.34,50.66,38.06,45.78
2022-05-14 15:00:00,40.12,65.4,34.54,45.69
2022-05-14 16:00:00,42.66,73.44,36.51,60.9
2022-05-14 17:00:00,31.32,29.66,43.01,51.66
2022-05-14 18:00:00,32.78,53.96,31.57,52.68
2022-05-14 19:00:00,30.1,52.99,33.57,59.57
2022-05-14 20:00:00,32.76,56.8,41.43,57.93
2022-05-14 21:00:00,20.73,23.6,30.4,60.1
2022-05-14 22:00:00,31.71,56.92,14.83,56.36
2022-05-14 23:00:00,27.61,44.25,22.43,41.75
2022-05-15 00:00:00,16.52,31.16,18.79,50.63
2022-05-15 01:00:00,31.94,50.11,28.81,46.88
2022-05-15 02:00:00,38.9,65.29,23.53,35.56
2022-05-15 03:00:00,32.78,61.32,29.52,37.86
2022-05-15 04:00:00,36.98,57.54,27.86,21.48
2022-05-15 05:00:00,30.86,51.66,28.79,30.93
2022-05-15 06:00:00,22.45,45.92,20.88,31.12
2022-05-15 07:00:00,23.43,36.42,30.97,31.27
2022-05-15 08:00:00,37.95,51.72,36.83,29.2
2022-05-15 09:00:00,34.53,60.65,24.32,20.19
2022-05-15 10:00:00,33.86,65.66,31.41,18.22
2022-05-15 11:00:00,39.77,73.95,36.01,35.04
2022-05-15 12:00:00,44.12,76.31,35.69,34.93
2022-05-15 13:00:00,31.43,31.54,42.98,39.08
2022-05-15 14:00:00,36.66,53.57,39.64,50.09
2022-05-15 15:00:00,47.14,70.75,37.83,34.24
2022-05-15 16:00:00,29.97,48.31,39.28,58.32
2022-05-15 17:00:00,39.71,77.05,38.06,47.23
2022-05-15 18:00:00,29.51,38.58,33.21,57.94
2022-05-15 19:00:00,33.63,71.74,29.78,54.41
2022-05-15 20:00:00,35.01,52.95,34.95,52.93
2022-05-15 21:00:00,31.21,43.81,24.73,45.44
2022-05-15 22:00:00,30.95,56.28,26.64,48.96
2022-05-15 23:00:00,17.79,35.85,19.97,53.41
2022-05-16 00:00:00,30.99,54.78,28.46,49.63
2022-05-16 01:00:00,19.46,24.98,30.37,49.59
2022-05-16 02:00:00,26.94,47.11,19.32,35.85
2022-05-16 03:00:00,28.2,36.85,23.43,40.6
2022-05-16 04:00:00,31.22,43.57,22.4,32.9
2022-05-16 05:00:00,32.26,50.85,31.13,33.19
2022-05-16 06:00:00,27.24,37.03,34.08,30.09
2022-05-16 07:00:00,26.28,50.47,26.05,22.68
2022-05-16 08:00:00,41.54,61.84,14.54,26.51
2022-05-16 09:00:00,39.08,60.76,37.32,28.28
2022-05-16 10:00:00,46.13,66.77,33.23,31.73
2022-05-16 11:00:00,39.77,71.93,34.49,38.42
2022-05-16 12:00:00,31.88,45.67,40.01,28.69
2022-05-16 13:00:00,45.83,82.47,33.98,29.12
2022-05-16 14:00:00,37.01,67.77,32.85,47.72
2022-05-16 15:00:00,40.02,60.46,34.02,36.16
2022-05-16 16:00:00,32.42,52.11,37.64,53.7
2022-05-16 17:00:00,44.24,67.0,38.64,45.15
2022-05-16 18:00:00,27.05,47.64,41.17,49.21
2022-05-16 19:00:00,28.21,43.58,33.57,54.01
2022-05-16 20:00:00,28.95,42.98,29.28,46.29
2022-05-16 21:00:00,20.1,32.52,32.88,48.67
2022-05-16 22:00:00,27.36,31.12,22.14,42.95
2022-05-16 23:00:00,34.25,54.19,32.85,54.62
2022-05-17 00:00:00,21.25,39.19,25.86,47.43
2022-05-17 01:00:00,26.83,44.03,23.06,43.97
2022-05-17 02:00:00,8.76,21.63,19.16,39.63
2022-05-17 03:00:00,26.3,39.06,27.34,36.01
2022-05-17 04:00:00,26.31,38.42,23.4,29.61
2022-05-17 05:00:00,25.21,31.39,25.29,35.13
2022-05-17 06:00:00,38.68,58.64,18.64,16.43
2022-05-17 07:00:00,32.3,67.41,26.27,16.86
2022-05-17 08:00:00,35.12,58.4,27.16,33.15
2022-05-17 09:00:00,35.58,52.25,33.65,27.11
2022-05-17 10:00:00,27.62,36.14,31.66,14.86
2022-05-17 11:00:00,33.12,40.21,21.0,31.31
2022-05-17 12:00:00,45.95,66.88,33.12,22.96
2022-05-17 13:00:00,27.26,49.68,28.52,43.92
2022-05-17 14:00:00,34.52,51.81,30.79,45.52
2022-05-17 15:00:00,35.45,49.05,40.81,56.47
2022-05-17 16:00:00,46.65,67.85,26.75,45.71
2022-05-17 17:00:00,38.87,67.39,35.72,43.3
2022-05-17 18:00:00,28.84,45.5,30.46,49.75
2022-05-17 19:00:00,37.94,55.69,28.05,51.38
2022-05-17 20:00:00,23.74,35.52,25.1,57.31
2022-05-17 21:00:00,32.59,69.78,30.04,43.5
2022-05-17 22:00:00,17.11,37.13,29.16,52.96
2022-05-17 23:00:00,30.9,61.19,17.13,44.52
2022-05-18 00:00:00,21.63,20.59,30.56,44.42
2022-05-18 01:00:00,18.17,27.86,18.27,52.18
2022-05-18 02:00:00,23.84,32.98,25.94,46.02
2022-05-18 03:00:00,28.07,49.27,18.3,40.5
2022-05-18 04:00:00,25.1,48.64,22.51,36.32
2022-05-18 05:00:00,33.32,55.92,19.36,27.81
2022-05-18 06:00:00,28.57,38.73,24.36,26.72
2022-05-18 07:00:00,37.86,55.29,27.44,16.08
2022-05-18 08:00:00,38.72,66.92,24.25,17.6
2022-05-18 09:00:00,37.36,65.53,33.13,26.27
2022-05-18 10:00:00,36.35,59.28,35.23,20.29
2022-05-18 11:00:00,40.7,66.16,47.77,33.53
2022-05-18 12:00:00,43.37,69.79,39.84,32.2
2022-05-18 13:00:00,52.17,85.62,41.68,34.33
2022-05-18 14:00:00,44.63,77.14,27.15,36.36
2022-05-18 15:00:00,43.58,74.77,26.0,46.59
2022-05-18 16:00:00,54.6,87.55,33.71,51.57
2022-05-18 17:00:00,37.23,59.18,43.18,45.33
2022-05-18 18:00:00,34.98,55.26,45.37,49.84
2022-05-18 19:00:00,34.22,48.51,28.12,53.36
2022-05-18 20:00:00,22.01,28.88,27.07,56.93
2022-05-18 21:00:00,23.75,42.35,31.17,56.34
2022-05-18 22:00:00,22.1,29.66,26.01,52.38
2022-05-18 23:00:00,28.23,51.67,24.9,54.86
2022-05-19 00:00:00,22.9,36.23,27.98,46.69
2022-05-19 01:00:00,25.05,46.63,37.78,35.5
2022-05-19 02:00:00,31.54,55.56,30.52,48.02
2022-05-19 03:00:00,31.47,57.09,33.55,42.0
2022-05-19 04:00:00,26.97,39.35,15.58,24.24
2022-05-19 05:00:00,25.85,44.64,31.13,30.46
2022-05-19 06:00:00,38.76,67.91,22.25,34.81
2022-05-19 07:00:00,38.66,49.44,36.83,23.69
2022-05-19 08:00:00,26.31,55.7,36.79,29.63
2022-05-19 09:00:00,35.72,75.28,34.57,32.17
2022-05-19 10:00:00,39.87,71.36,29.29,28.62
2022-05-19 11:00:00,44.34,77.4,31.82,42.25
2022-05-19 12:00:00,45.41,77.36,33.18,36.4
2022-05-19 13:00:00,41.38,63.61,39.61,36.73
2022-05-19 14:00:00,42.38,66.93,38.02,39.0
2022-05-19 15:00:00,37.99,68.49,42.9,43.6
2022-05-19 16:00:00,31.9,43.26,43.25,44.11
2022-05-19 17:00:00,32.45,43.43,30.02,43.93
2022-05-19 18:00:00,32.06,48.11,35.38,47.6
2022-05-19 19:00:00,29.67,52.72,33.87,53.63
2022-05-19 20:00:00,16.63,19.68,29.52,59.82
2022-05-19 21:00:00,23.9,36.44,33.16,56.45
2022-05-19 22:00:00,25.35,39.71,29.45,54.0
2022-05-19 23:00:00,22.53,27.95,22.88,63.33
2022-05-20 00:00:00,22.34,16.22,24.09,57.6
2022-05-20 01:00:00,27.02,35.02,22.46,38.41
2022-05-20 02:00:00,18.42,31.56,20.36,44.23
2022-05-20 03:00:00,16.39,30.12,23.78,28.99
2022-05-20 04:00:00,25.73,45.12,18.32,34.11
2022-05-20 05:00:00,34.33,59.81,28.13,21.15
2022-05-20 06:00:00,41.95,62.1,34.02,23.37
2022-05-20 07:00:00,38.58,55.01,28.7,29.25
2022-05-20 08:00:00,27.01,46.22,34.73,22.27
2022-05-20 09:00:00,36.08,56.04,32.33,19.04
2022-05-20 10:00:00,40.29,71.72,27.89,22.88
2022-05-20 11:00:00,40.61,68.03,44.28,23.73
2022-05-20 12:00:00,43.06,79.16,23.08,34.97
2022-05-20 13:00:00,34.04,50.75,35.85,43.33
2022-05-20 14:00:00,39.14,71.16,32.16,38.82
2022-05-20 15:00:00,40.0,80.28,43.7,50.06
2022-05-20 16:00:00,40.77,65.67,36.28,44.06
2022-05-20 17:00:00,29.06,50.48,47.02,50.0
2022-05-20 18:00:00,29.75,40.15,33.18,63.69
2022-05-20 19:00:00,13.53,28.79,27.75,53.42
2022-05-20 20:00:00,24.09,47.58,21.45,61.42
2022-05-20 21:00:00,23.02,32.87,33.98,50.17
2022-05-20 22:00:00,18.77,34.73,22.83,52.87
2022-05-20 23:00:00,25.09,42.38,23.66,45.46
2022-05-21 00:00:00,23.36,40.5,30.94,47.9
2022-05-21 01:00:00,10.41,23.15,29.47,45.32
2022-05-21 02:00:00,26.06,45.84,20.95,44.54
2022-05-21 03:00:00,20.47,31.63,21.93,32.64
2022-05-21 04:00:00,30.61,55.64,16.02,31.5
2022-05-21 05:00:00,21.93,43.98,15.48,36.53
2022-05-21 06:00:00,31.87,46.56,30.82,19.76
2022-05-21 07:00:00,,,,
2022-05-21 08:00:00,37.51,45.87,31.79,21.08
2022-05-21 09:00:00,38.1,65.63,32.49,29.17
2022-05-21 10:00:00,37.09,69.13,29.47,27.51
2022-05-21 11:00:00,30.2,46.27,41.58,23.66
2022-05-21 12:00:00,30.83,50.39,26.28,32.93
2022-05-21 13:00:00,35.92,55.71,33.45,33.92
2022-05-21 14:00:00,38.57,58.64,36.8,30.61
2022-05-21 15:00:00,33.7,55.78,35.79,41.84
2022-05-21 16:00:00,39.44,56.84,35.19,51.97
2022-05-21 17:00:00,32.09,49.46,31.65,48.94
2022-05-21 18:00:00,25.9,34.21,35.7,43.91
2022-05-21 19:00:00,27.95,49.44,25.48,64.84
2022-05-21 20:00:00,29.05,48.39,29.28,49.04
2022-05-21 21:00:00,27.99,41.33,30.61,56.73
2022-05-21 22:00:00,36.03,57.95,25.34,58.0
2022-05-21 23:00:00,19.95,30.16,25.78,53.14
2022-05-22 00:00:00,23.12,46.15,25.88,46.11
2022-05-22 01:00:00,26.39,38.7,15.4,32.98
2022-05-22 02:00:00,24.5,44.27,15.66,47.03
2022-05-22 03:00:00,22.9,31.0,24.87,29.12
2022-05-22 04:00:00,18.27,35.74,21.76,38.33
2022-05-22 05:00:00,26.43,50.58,23.02,36.06
2022-05-22 06:00:00,25.12,48.87,29.85,19.68
2022-05-22 07:00:00,23.28,49.01,23.5,18.09
2022-05-22 08:00:00,30.79,51.6,17.93,22.64
2022-05-22 09:00:00,30.94,59.41,39.84,31.03
2022-05-22 10:00:00,42.0,80.19,39.05,23.42
2022-05-22 11:00:00,42.9,59.66,40.23,29.96
2022-05-22 12:00:00,34.14,49.8,29.59,29.49
2022-05-22 13:00:00,37.73,48.4,35.41,40.83
2022-05-22 14:00:00,27.34,52.24,29.66,36.19
2022-05-22 15:00:00,34.25,42.74,35.5,39.56
2022-05-22 16:00:00,37.96,46.49,33.46,41.31
2022-05-22 17:00:00,38.58,52.96,28.85,44.23
2022-05-22 18:00:00,27.29,29.75,35.52,59.37
2022-05-22 19:00:00,35.8,59.46,30.26,52.34
2022-05-22 20:00:00,18.47,20.88,38.61,49.29
2022-05-22 21:00:00,18.42,15.95,28.88,44.46
2022-05-22 22:00:00,28.89,45.9,14.26,51.37
2022-05-22 23:00:00,33.86,54.32,16.7,45.68
2022-05-23 00:00:00,26.39,27.27,35.28,41.44
2022-05-23 01:00:00,23.46,31.83,22.41,39.24
2022-05-23 02:00:00,11.33,17.54,25.2,40.73
2022-05-23 03:00:00,13.64,18.97,24.25,29.15
2022-05-23 04:00:00,28.21,42.5,31.89,30.66
2022-05-23 05:00:00,27.21,52.98,16.22,34.71
2022-05-23 06:00:00,24.8,56.85,33.65,23.69
2022-05-23 07:00:00,33.9,51.73,34.75,19.13
2022-05-23 08:00:00,36.12,47.22,30.03,31.33
2022-05-23 09:00:00,42.76,66.53,33.62,24.98
2022-05-23 10:00:00,39.18,64.24,31.15,25.96
2022-05-23 11:00:00,46.53,74.02,25.82,32.52
2022-05-23 12:00:00,39.48,68.06,38.1,31.98
2022-05-23 13:00:00,38.47,79.25,37.03,36.54
2022-05-23 14:00:00,44.75,57.89,37.34,30.57
2022-05-23 15:00:00,31.22,45.89,38.21,38.85
2022-05-23 16:00:00,52.32,96.04,32.17,58.67
2022-05-23 17:00:00,35.76,53.03,41.71,44.37
2022-05-23 18:00:00,33.72,60.27,33.04,53.4
2022-05-23 19:00:00,32.51,57.07,34.26,64.94
2022-05-23 20:00:00,38.7,71.81,28.64,59.12
2022-05-23 21:00:00,30.53,64.16,33.7,56.23
2022-05-23 22:00:00,14.87,26.46,27.52,48.18
2022-05-23 23:00:00,32.13,37.44,25.33,46.87
2022-05-24 00:00:00,21.26,28.41,30.84,45.64
2022-05-24 01:00:00,24.22,56.23,15.59,45.91
2022-05-24 02:00:00,16.7,15.4,22.6,47.64
2022-05-24 03:00:00,28.8,50.06,21.14,36.82
2022-05-24 04:00:00,23.39,17.31,26.67,29.07
2022-05-24 05:00:00,29.83,36.92,27.34,28.81
2022-05-24 06:00:00,29.6,54.45,26.94,30.13
2022-05-24 07:00:00,44.92,72.16,24.88,27.53
2022-05-24 08:00:00,47.19,72.5,29.88,23.51
2022-05-24 09:00:00,37.24,53.06,33.17,18.79
2022-05-24 10:00:00,38.61,45.81,32.11,33.47
2022-05-24 11:00:00,36.79,64.41,39.78,27.82
2022-05-24 12:00:00,45.94,71.23,38.26,33.97
2022-05-24 13:00:00,37.05,47.11,35.89,32.06
2022-05-24 14:00:00,35.7,57.36,24.27,35.79
2022-05-24 15:00:00,42.83,73.18,34.7,46.87
2022-05-24 16:00:00,32.07,49.71,38.35,39.9
2022-05-24 17:00:00,33.14,53.96,32.85,43.63
2022-05-24 18:00:00,21.81,35.21,34.52,62.04
2022-05-24 19:00:00,33.46,47.87,30.43,59.45
2022-05-24 20:00:00,38.95,62.75,31.16,57.5
2022-05-24 21:00:00,29.97,53.84,35.45,48.05
2022-05-24 22:00:00,33.14,61.31,30.93,54.31
2022-05-24 23:00:00,18.5,35.92,19.28,50.16
2022-05-25 00:00:00,24.58,33.93,16.51,44.85
2022-05-25 01:00:00,17.78,33.54,26.42,43.34
2022-05-25 02:00:00,,,,
2022-05-25 03:00:00,,,,
2022-05-25 04:00:00,27.78,40.73,23.75,34.28
2022-05-25 05:00:00,20.62,38.43,37.62,30.36
2022-05-25 06:00:00,23.28,48.26,25.66,28.52
2022-05-25 07:00:00,24.95,25.43,41.08,30.13
2022-05-25 08:00:00,38.11,74.1,25.88,28.07
2022-05-25 09:00:00,49.21,88.04,28.32,34.42
2022-05-25 10:00:00,46.27,75.62,29.49,34.09
2022-05-25 11:00:00,27.52,42.1,27.85,29.74
2022-05-25 12:00:00,47.69,79.43,26.74,33.45
2022-05-25 13:00:00,44.51,66.09,34.69,37.47
2022-05-25 14:00:00,28.82,44.69,36.72,30.8
2022-05-25 15:00:00,35.0,44.21,32.21,49.4
2022-05-25 16:00:00,41.74,52.85,32.82,51.01
2022-05-25 17:00:00,36.54,77.12,41.47,40.66
2022-05-25 18:00:00,23.31,37.8,37.86,62.29
2022-05-25 19:00:00,32.76,54.05,30.26,51.92
2022-05-25 20:00:00,14.34,22.7,32.15,54.25
2022-05-25 21:00:00,24.17,32.05,20.26,53.63
2022-05-25 22:00:00,31.07,47.25,28.35,51.96
2022-05-25 23:00:00,23.55,38.41,25.45,64.97
2022-05-26 00:00:00,,,,
2022-05-26 01:00:00,28.64,39.8,24.37,41.94
2022-05-26 02:00:00,29.95,51.76,23.36,40.12
2022-05-26 03:00:00,33.23,54.68,17.64,31.03
2022-05-26 04:00:00,32.28,54.78,33.2,34.25
2022-05-26 05:00:00,35.45,62.36,30.51,24.47
2022-05-26 06:00:00,35.43,55.32,25.06,30.01
2022-05-26 07:00:00,34.69,54.16,19.64,19.25
2022-05-26 08:00:00,35.57,68.77,17.72,21.48
2022-05-26 09:00:00,35.26,48.87,41.58,19.48
2022-05-26 10:00:00,30.68,34.11,32.13,23.82
2022-05-26 11:00:00,33.03,57.28,38.06,18.67
2022-05-26 12:00:00,37.34,54.71,30.45,17.83
2022-05-26 13:00:00,40.21,55.71,34.26,34.19
2022-05-26 14:00:00,46.6,81.65,34.72,30.78
2022-05-26 15:00:00,36.44,57.14,37.0,54.29
2022-05-26 16:00:00,41.05,55.57,35.65,45.35
2022-05-26 17:00:00,39.58,78.8,29.63,54.86
2022-05-26 18:00:00,29.64,34.54,28.34,54.85
2022-05-26 19:00:00,32.53,51.35,31.15,48.11
2022-05-26 20:00:00,25.57,25.8,21.23,52.48
2022-05-26 21:00:00,33.31,55.45,24.33,58.93
2022-05-26 22:00:00,27.92,39.54,26.23,57.04
